link,t,x,delta_t,delta_x,q,k,v
link3,840,800.0,120,100.0,0.5,0.025,20.0
link3,840,900.0,120,100.0,0.53125,0.0265625,20.0
link3,960,0.0,120,100.0,0.6354166666666666,0.040625,15.641025641025639
link3,960,100.0,120,100.0,0.625,0.03125,20.0
link3,960,200.0,120,100.0,0.6354166666666666,0.03177083333333333,20.0
link3,960,300.0,120,100.0,0.6354166666666666,0.03177083333333333,20.0
link3,960,400.0,120,100.0,0.6354166666666666,0.03177083333333333,20.0
link3,960,500.0,120,100.0,0.6354166666666666,0.03177083333333333,20.0
link3,960,600.0,120,100.0,0.625,0.03125,20.0
link3,960,700.0,120,100.0,0.6354166666666666,0.03177083333333333,20.0
link3,960,800.0,120,100.0,0.6041666666666666,0.030208333333333334,20.0
link3,960,900.0,120,100.0,0.5729166666666666,0.028645833333333336,19.999999999999996
link3,1080,0.0,120,100.0,0.59375,0.0390625,15.2
link3,1080,100.0,120,100.0,0.6041666666666666,0.030208333333333334,20.0
link3,1080,200.0,120,100.0,0.6041666666666666,0.030208333333333334,20.0
link3,1080,300.0,120,100.0,0.6041666666666666,0.030208333333333334,20.0
link3,1080,400.0,120,100.0,0.59375,0.0296875,20.0
link3,1080,500.0,120,100.0,0.59375,0.0296875,20.0
link3,1080,600.0,120,100.0,0.6041666666666666,0.030208333333333334,20.0
link3,1080,700.0,120,100.0,0.6041666666666666,0.030208333333333334,20.0
link3,1080,800.0,120,100.0,0.6041666666666666,0.030208333333333334,20.0
link3,1080,900.0,120,100.0,0.6354166666666666,0.03177083333333333,20.0
