timestamp,energy
2025-05-23 12:52:14.004166,0.0013352094688138618
2025-05-23 12:52:14.008616,0.0002439506172839506
2025-05-23 12:52:14.012424,0.0002439506172839506
2025-05-23 12:52:14.020310,0.0002439506172839506
2025-05-23 12:52:14.024838,0.0002439506172839506
2025-05-23 12:52:14.031852,0.0002439506172839506
2025-05-23 12:52:14.038671,0.0008544216367006357
2025-05-23 12:52:14.045462,0.0005545281648119414
2025-05-23 12:52:14.050849,0.0006062456931469423
2025-05-23 12:52:14.058729,0.0013193583646429242
2025-05-23 12:52:14.062752,0.0002439506172839506
2025-05-23 12:52:14.070604,0.0007675286968737129
2025-05-23 12:52:14.070604,0.0002439506172839506
2025-05-23 12:52:14.082081,0.000645023427311523
2025-05-23 12:52:14.088512,0.0005237094736113036
2025-05-23 12:52:14.088512,0.0002439506172839506
2025-05-23 12:52:14.098971,0.00039635793341906325
2025-05-23 12:52:14.103281,0.0002439506172839506
2025-05-23 12:52:14.108932,0.00025588781103453315
2025-05-23 12:52:14.111841,0.00041238238749184046
2025-05-23 12:52:14.120414,0.0007204409016660154
2025-05-23 12:52:14.128698,0.0004455863261239083
2025-05-23 12:52:14.130753,0.0003587979593002633
2025-05-23 12:52:14.138625,0.0002439506172839506
2025-05-23 12:52:14.145512,0.00047148825894879583
2025-05-23 12:52:14.148904,0.00035353924699172546
2025-05-23 12:52:14.153151,0.0004239170892016466
2025-05-23 12:52:14.162402,0.000906856762108645
2025-05-23 12:52:14.169691,0.0002439506172839506
2025-05-23 12:52:14.169691,0.0003806506544697366
2025-05-23 12:52:14.181306,0.0002439506172839506
2025-05-23 12:52:14.188569,0.0002439506172839506
2025-05-23 12:52:14.188569,0.0007910697749650262
2025-05-23 12:52:14.198607,0.0002439506172839506
2025-05-23 12:52:14.207386,0.0002439506172839506
2025-05-23 12:52:14.211648,0.0002439506172839506
2025-05-23 12:52:14.218646,0.0002249459758881995
2025-05-23 12:52:14.220709,0.0002249459758881995
2025-05-23 12:52:14.229001,0.0006722626965368916
2025-05-23 12:52:14.238833,0.0005068640725429409
2025-05-23 12:52:14.244202,0.000329518164010999
2025-05-23 12:52:14.251651,0.0004835801045517421
2025-05-23 12:52:14.259727,0.0003509996611741161
2025-05-23 12:52:14.267777,0.0012046449861486607
2025-05-23 12:52:14.267777,0.0002439506172839506
2025-05-23 12:52:14.276337,0.0002439506172839506
2025-05-23 12:52:14.284448,0.0003041371677027397
2025-05-23 12:52:14.292883,0.0002789801315524766
2025-05-23 12:52:14.301121,0.000264450241279868
2025-05-23 12:52:14.307513,0.0008806791640818917
2025-05-23 12:52:14.312367,0.0003359129496194569
2025-05-23 12:52:14.317392,0.001159417963590814
2025-05-23 12:52:14.325522,0.0014391078896989877
2025-05-23 12:52:14.333613,0.0012799600290609868
2025-05-23 12:52:14.342045,0.0005874492194193636
2025-05-23 12:52:14.342045,0.0005874492194193636
2025-05-23 12:52:14.350280,0.0002439506172839506
2025-05-23 12:52:14.358358,0.001031376399860811
2025-05-23 12:52:14.366640,0.0008074640463425968
2025-05-23 12:52:14.374217,0.0002439506172839506
2025-05-23 12:52:14.377338,0.0002439506172839506
2025-05-23 12:52:14.385063,0.0002517895181465336
2025-05-23 12:52:14.390342,0.00042886670259237254
2025-05-23 12:52:14.398580,0.0009995663802688922
2025-05-23 12:52:14.398580,0.00037572060346108797
2025-05-23 12:52:14.406767,0.0012786816722192816
2025-05-23 12:52:14.415255,0.00046958589541147783
2025-05-23 12:52:14.422947,0.0015588511222820783
2025-05-23 12:52:14.433035,0.0002439506172839506
2025-05-23 12:52:14.439324,0.0002439506172839506
